"unit","group_name_partner","date_and_time","borough","locationtype","location","event_name","event_type","category","classification","attendance","audience"
,"Ingrid Tafe","2022-10-14T18:00:00.000","Bronx",,"Williamsbridge Oval Park","Halloween Fashion Show",,"Arts/Culture","Lecture/Panel/Talk","120",
,,"2022-10-14T18:30:00.000","Brooklyn",,"McGolrick Park","Movies Under the Stars: Werewolves Within",,"Mobile Unit","M.U.T.S","89",
,"NYPD - Tanya Duhaney","2022-10-14T18:30:00.000","Queens",,"Baisley Pond Park","Movies Under The Stars: Lightyear",,"Mobile Unit","M.U.T.S","250",
,,"2022-10-14T19:00:00.000","Manhattan",,"Samuel Seabury Playground","Movies Under the Stars: Raya and The Last Dragon",,"Mobile Unit","M.U.T.S","165",
,,"2022-10-14T19:00:00.000","Bronx",,"Kwame Ture Recreation Center","Movies Under the Stars: Goosebumps",,"Mobile Unit","M.U.T.S","15",
,,"2022-10-14T19:00:00.000","Manhattan",,"Highbridge Recreation Center","Movies Under the Stars: West Side Story",,"Mobile Unit","M.U.T.S","17",
,,"2022-10-15T09:00:00.000","Staten Island",,"Franklin D. Roosevelt Boardwalk and Beach","NYC Parks Bocce Citywide Championship",,"Sport","Bocce","84",
,,"2022-10-15T11:17:00.000","Brooklyn",,"McCarren Play Center","Saturday Night Lights",,"Saturday Night Lights","--None--","24",
,,"2022-10-15T12:00:00.000","Bronx",,"Poe Park Visitor Center","Silent Disco",,"Family Festival","Music","30",
,"Council Member Sanchez","2022-10-15T12:00:00.000","Bronx",,"St. James Park","Fall Festival",,"Family Festival","Music","319",
,,"2022-10-15T16:00:00.000","Brooklyn",,"Brownsville Recreation Center","Saturday Night Lights",,"Saturday Night Lights","--None--","43",
,"SNL Group","2022-10-15T16:00:00.000","Brooklyn",,"St. John's Recreation Center","St. John's Saturday Night Lights",,"Saturday Night Lights","--None--","97",
,,"2022-10-15T16:00:00.000","Manhattan",,"Hansborough Recreation Center","Saturday Night Lights",,"Saturday Night Lights","--None--","15",
,,"2022-10-15T16:00:00.000","Bronx",,"Hunts Point Recreation Center","Saturday night lights",,"Saturday Night Lights","--None--","18",
,,"2022-10-15T16:00:00.000","Manhattan",,"Alfred E. Smith Recreation Center","Saturday Night Lights",,"Saturday Night Lights","--None--","15",
,,"2022-10-15T16:00:00.000","Staten Island",,"Lyons Recreation Center","Saturday Night Lights",,"Saturday Night Lights","--None--","0",
,,"2022-10-15T16:00:00.000","Brooklyn",,"Red Hook Recreation Center","Saturday Night Lights",,"Saturday Night Lights","--None--","37",
,,"2022-10-15T16:00:00.000","Bronx",,"Kwame Ture Recreation Center",,,"Saturday Night Lights","--None--","71",
,,"2022-10-15T16:00:00.000","Queens",,"Sorrentino Recreation Center","Saturday Night Lights - Sorrenitno",,"Saturday Night Lights","--None--","29",
,,"2022-10-15T16:00:00.000","Queens",,"Al Oerter  Recreation Center","Saturday Night Lights - Al Oerter",,"Saturday Night Lights","--None--","186",
,,"2022-10-15T16:00:00.000","Brooklyn",,"St. John's Recreation Center","SATURDAY NIGHT LIGHTS @ ST. JOHNS",,"Saturday Night Lights","--None--","86",
,"NYPD","2022-10-15T16:00:00.000","Staten Island",,"Faber Park Recreation Center","Faber Saturday Night Lights",,"Saturday Night Lights","--None--","25",
,"CM Paladino","2022-10-15T18:30:00.000","Queens",,"Louis Pasteur Park","Movies Under The Stars: Happy Halloween Scooby Doo",,"Mobile Unit","M.U.T.S","175",
,,"2022-10-15T18:30:00.000","Bronx",,"Wakefield Playground","Movies Under the Stars: Boo 2! Madea Halloween",,"Mobile Unit","M.U.T.S","50",
,,"2022-10-15T19:00:00.000","Manhattan",,"Fort Tryon Park","Movies Under the Stars: The Addams Family",,"Mobile Unit","M.U.T.S","400",
,,"2022-10-15T19:00:00.000","Brooklyn",,"Owlâ€™s Head Park","Movies Under the Stars: Hocus Pocus",,"Mobile Unit","M.U.T.S","83",
,,"2022-10-15T19:21:00.000","Manhattan",,"Highbridge Recreation Center","SNL",,"Saturday Night Lights","--None--","32",
,,"2022-10-15T20:05:00.000","Queens",,"Roy Wilkins Recreation Center","Saturday Night Lights  - (Roy Wilkins)",,"Saturday Night Lights","--None--","18",
,,"2022-10-15T20:34:00.000","Manhattan",,"Chelsea Recreation Center","Saturday Night Lights",,"Saturday Night Lights","--None--","32",
,,"2022-10-16T10:00:00.000","Bronx",,"Poe Park Visitor Center","Breast Cancer Awareness Health, fitness and dance fair",,"Family Festival","Music","250",
,,"2022-10-17T18:00:00.000","Bronx",,"Kwame Ture Recreation Center","afterschool Drop in",,"Academics/Out of School Time","Various Sports","9",
,"Ingrid Tafe","2022-10-18T10:00:00.000","Bronx",,"Williamsbridge Oval Park","Active Reader",,"--None--","--None--","0",
,"Hispanic Cultural Arts","2022-10-18T11:00:00.000","Bronx",,"Williamsbridge Oval Recreation Center","Hispanic Heritage Month Dance Performance",,"Arts/Culture","Dance","300",
,,"2022-10-18T18:00:00.000","Bronx",,"Kwame Ture Recreation Center","afterschool Drop in",,"Academics/Out of School Time","Various Sports","17",
,,"2022-10-18T18:00:00.000","Bronx",,"Kwame Ture Recreation Center","afterschool Drop in",,"Academics/Out of School Time","Various Sports","17",
,"Ingrid Tafe","2022-10-19T10:30:00.000","Bronx",,"Williamsbridge Oval Park","Family Fitness",,"--None--","--None--","0",
,,"2022-10-19T18:00:00.000","Bronx",,"Kwame Ture Recreation Center","afterschool Drop in",,"Academics/Out of School Time","Various Sports","15",
,,"2022-10-20T18:00:00.000","Bronx",,"Kwame Ture Recreation Center","afterschool Drop in",,"Academics/Out of School Time","Various Sports","3",
,,"2022-10-21T18:00:00.000","Bronx",,"Kwame Ture Recreation Center","afterschool Drop in",,"Academics/Out of School Time","Various Sports","10",
,"CM Paladino","2022-10-21T18:30:00.000","Queens",,"Francis Lewis Park","Movies Under The Stars: Hocus Pocus",,"Mobile Unit","M.U.T.S","125",
,,"2022-10-21T19:00:00.000","Manhattan",,"Highbridge Recreation Center","Movies Under the Stars: The Book of Life",,"Mobile Unit","M.U.T.S","30",
,,"2022-10-22T16:00:00.000","Queens",,"Sorrentino Recreation Center","Saturday Night Lights Sorrentino",,"Saturday Night Lights","--None--","34",
,,"2022-10-22T16:00:00.000","Brooklyn",,"Brownsville Recreation Center",,,"--None--","--None--","14",
,,"2022-10-22T16:00:00.000","Queens",,"Roy Wilkins Recreation Center","Saturday Night Lights - Roy Wilkins",,"Saturday Night Lights","--None--","20",
,,"2022-10-22T16:00:00.000","Queens",,"Al Oerter  Recreation Center","Saturday Night Lights - Al Oerter",,"Saturday Night Lights","--None--","202",
,"SNL Group","2022-10-22T16:00:00.000","Brooklyn",,"St. John's Recreation Center","St. John's Saturday Night Lights",,"Saturday Night Lights","--None--","71",
,,"2022-10-22T16:00:00.000","Brooklyn",,"Brownsville Recreation Center","Saturday Night Lights",,"Saturday Night Lights","--None--","14",
,,"2022-10-22T16:00:00.000","Manhattan",,"Chelsea Recreation Center","Saturday Night Lights",,"Saturday Night Lights","--None--","34",
,,"2022-10-22T16:00:00.000","Manhattan",,"Hansborough Recreation Center","Saturday Night Lights",,"Saturday Night Lights","--None--","10",
,,"2022-10-22T16:00:00.000","Staten Island",,"Faber Park Recreation Center","Saturday Night Lights",,"Saturday Night Lights","--None--","11",
,,"2022-10-22T16:00:00.000","Manhattan",,"Alfred E. Smith Recreation Center","Saturday Night Lights",,"Saturday Night Lights","--None--","35",
,,"2022-10-22T16:00:00.000","Bronx",,"Hunts Point Recreation Center","Saturday Night lights Hunts Point",,"Saturday Night Lights","--None--","25",
,,"2022-10-22T16:00:00.000","Staten Island",,"Lyons Recreation Center","Saturday Night Lights",,"Saturday Night Lights","--None--","4",
,,"2022-10-22T16:00:00.000","Bronx",,"Kwame Ture Recreation Center","Saturday Night Lights",,"Saturday Night Lights","--None--","76",
,,"2022-10-22T16:00:00.000","Brooklyn",,"Red Hook Recreation Center","Saturday Night Lights",,"Saturday Night Lights","--None--","46",
,,"2022-10-22T16:00:00.000","Brooklyn",,"McCarren Play Center","Saturday Night Lights",,"Saturday Night Lights","--None--","25",
,,"2022-10-22T18:30:00.000","Queens",,"Bowne Park","Movies Under The Stars: Where The Wild Things Are",,"Mobile Unit","M.U.T.S","75",
,,"2022-10-22T18:30:00.000","Bronx",,"Colucci Playground","Movies Under the Stars: Colucci Playground",,"Mobile Unit","M.U.T.S","15",
,,"2022-10-22T19:48:00.000","Manhattan",,"Highbridge Recreation Center","Saturday Night light",,"Sport","Basketball","19",
,,"2022-10-22T19:55:00.000","Manhattan",,"Highbridge Recreation Center","Saturday Night Lights",,"Saturday Night Lights","--None--","19",
,,"2022-10-24T18:00:00.000","Bronx",,"Kwame Ture Recreation Center","afterschool Drop in",,"Academics/Out of School Time","Various Sports","21",
,,"2022-10-25T10:00:00.000","Staten Island",,"Greenbelt Recreation Center","Flag Football",,"Sport","Volleyball","15",
,"Ingrid Tafe","2022-10-25T10:30:00.000","Bronx",,"Williamsbridge Oval Park","Active Reader",,"Academics/Out of School Time","Play","6",
,,"2022-10-25T18:00:00.000","Bronx",,"Kwame Ture Recreation Center","afterschool Drop in",,"Academics/Out of School Time","Various Sports","14",
,,"2022-10-26T10:00:00.000","Staten Island",,"Greenbelt Recreation Center","Flag Football",,"Sport","Volleyball","0",
,"Ingrid Tafe","2022-10-26T10:30:00.000","Bronx",,"Williamsbridge Oval Park","Family Fitness",,"Fitness","Various Sports","12",
,,"2022-10-26T14:00:00.000","Bronx",,"Pelham Bay Park","Halloween Event",,"--None--","--None--","75",
,,"2022-10-26T18:00:00.000","Bronx",,"Kwame Ture Recreation Center","afterschool Drop in",,"Academics/Out of School Time","Various Sports","13",
,,"2022-10-26T19:59:00.000","Bronx",,"Kwame Ture Recreation Center","Afterschool drop-in",,"Academics/Out of School Time","Play","13",
,,"2022-10-27T10:00:00.000","Staten Island",,"Greenbelt Recreation Center","Flag Football",,"Sport","Volleyball","8",
,,"2022-10-27T18:00:00.000","Bronx",,"Kwame Ture Recreation Center","afterschool Drop in",,"Academics/Out of School Time","Various Sports","9",
,,"2022-10-28T12:54:00.000","Bronx",,"Kwame Ture Recreation Center","afterschool Drop in",,"Academics/Out of School Time","Various Sports","13",
,,"2022-10-28T15:00:00.000","Staten Island",,"Walker Park Field House","Wicked Walker",,"Family Festival","Music","400",
,"Ingrid Tafe","2022-10-28T16:00:00.000","Bronx",,"Williamsbridge Oval Park","Track and Field",,"Fitness","Various Sports","12",
,,"2022-10-28T17:00:00.000","Manhattan",,"Chelsea Recreation Center","Pumpkin Paint Night",,"Arts/Culture","Awards","63",
,"Cm Salamanca","2022-10-28T18:00:00.000","Bronx",,"Hunts Point Recreation Center","Movie Under the Stars at Hunts Point",,"Mobile Unit","M.U.T.S","92",
,"CM Sandra Ung","2022-10-28T18:00:00.000","Queens",,"Kissena Corridor Park","Movies Under The Stars: Addams Family 2",,"Mobile Unit","M.U.T.S","100",
,,"2022-10-28T18:30:00.000","Staten Island",,"Walker Park Field House","Movies Under the Stars: Bettlejuice",,"Mobile Unit","M.U.T.S","57",
,"CM Salamanca","2022-10-28T19:00:00.000","Bronx",,"Hunts Point Recreation Center","Movies Under the Stars: Addams Family 2",,"Mobile Unit","M.U.T.S","115",
,"none","2022-10-28T19:00:00.000","Bronx",,"Williamsbridge Oval Recreation Center","WBO Haunted House",,"Family Festival","Music","650",
,"Osiha","2022-10-29T10:30:00.000","Bronx",,"Poe Park Visitor Center","Health Education Workshop",,"Academics/Out of School Time","Lecture/Panel/Talk","18",
,,"2022-10-29T12:00:00.000","Bronx",,"Poe Park Visitor Center","Boorific Halloween at Poe",,"Family Festival","Music","235",
,"volunteer partner Build on","2022-10-29T13:00:00.000","Bronx",,"Williamsbridge Oval Recreation Center","WBO Pumpkin Party",,"Family Festival","Music","450",
,,"2022-10-29T15:24:00.000","Queens",,"Roy Wilkins Recreation Center","Saturday Night Lights (Roy Wiklins)",,"Saturday Night Lights","--None--","0",
,,"2022-10-29T16:00:00.000","Queens",,"Sorrentino Recreation Center","Saturday Night Lights - Sorrenitno",,"Saturday Night Lights","--None--","14",
,,"2022-10-29T16:00:00.000","Queens",,"Al Oerter  Recreation Center","Saturday Night Lights - Al Oerter",,"Saturday Night Lights","--None--","199",
,,"2022-10-29T16:00:00.000","Bronx",,"Kwame Ture Recreation Center","Saturday Night Lights",,"Saturday Night Lights","--None--","75",
,,"2022-10-29T16:00:00.000","Brooklyn",,"St. John's Recreation Center","Saturday Night Lights",,"Saturday Night Lights","--None--","8",
,,"2022-10-29T16:00:00.000","Staten Island",,"Faber Park Recreation Center","Saturday Night Lights",,"Saturday Night Lights","--None--","11",
,,"2022-10-29T16:00:00.000","Manhattan",,"Alfred E. Smith Recreation Center","Saturday Night Lights",,"Saturday Night Lights","--None--","15",
,,"2022-10-29T16:00:00.000","Brooklyn",,"Red Hook Recreation Center","Saturday Night Lights",,"Saturday Night Lights","--None--","28",
,,"2022-10-29T16:00:00.000","Manhattan",,"Hansborough Recreation Center","Saturday Night Lights",,"Saturday Night Lights","--None--","26",
,,"2022-10-29T16:00:00.000","Brooklyn",,"Brownsville Recreation Center","Saturday Night Lights",,"Saturday Night Lights","--None--","19",
,,"2022-10-29T16:00:00.000","Brooklyn",,"McCarren Play Center","Saturday Night Lights",,"Saturday Night Lights","--None--","7",
,,"2022-10-29T16:00:00.000","Staten Island",,"Lyons Recreation Center","Saturday Night Lights",,"Saturday Night Lights","--None--","5",
,"NYCPD 41st Precinct","2022-10-29T16:00:00.000","Bronx",,"Hunts Point Recreation Center","Saturday Night lights",,"Saturday Night Lights","--None--","35",
,,"2022-10-29T17:22:00.000","Manhattan",,"Highbridge Recreation Center","SNL",,"Saturday Night Lights","--None--","0",
,,"2022-10-29T18:00:00.000","Bronx",,"Arsenal Central Park","Halloween Movie Night",,"Family Festival","Music","21",
,,"2022-10-29T18:30:00.000","Staten Island",,"Faber Park Recreation Center","Movies Under the Stars: Coco",,"Mobile Unit","M.U.T.S","53",
,,"2022-10-29T18:30:00.000","Brooklyn",,"Herbert Von King Park","Movies Under the Stars: Twitches",,"Mobile Unit","M.U.T.S","33",
,,"2022-10-29T20:30:00.000","Brooklyn",,"Herbert Von King Park","Movies Under the Stars: Nope",,"Mobile Unit","M.U.T.S","54",
,,"2022-10-30T09:19:00.000","Manhattan",,"Chelsea Recreation Center","Saturday Night Lights - Chelsea",,"Saturday Night Lights","--None--","39",
,,"2022-10-31T12:54:00.000","Bronx",,"Kwame Ture Recreation Center","afterschool Drop in",,"Academics/Out of School Time","Various Sports","15",
,"NONE","2022-10-31T17:30:00.000","Bronx",,"Hunts Point Recreation Center","Haunted Halloween at Hunts Point Recreation",,"Arts/Culture","AC&F","708",
,"Ingrid Tafe","2022-11-01T10:30:00.000","Bronx",,"Williamsbridge Oval Park","Active Reader",,"Academics/Out of School Time","Lecture/Panel/Talk","12",
,,"2022-11-01T12:54:00.000","Bronx",,"Kwame Ture Recreation Center","afterschool Drop in",,"Academics/Out of School Time","Various Sports","12",
,,"2022-11-01T15:00:00.000","Staten Island",,"Greenbelt Recreation Center","Flag Football",,"Sport","Flag Football","8",
,"Ingrid Tafe","2022-11-02T10:30:00.000","Bronx",,"Williamsbridge Oval Park","Family Fitness",,"Fitness","Lecture/Panel/Talk","12",
,,"2022-11-02T12:54:00.000","Bronx",,"Kwame Ture Recreation Center","afterschool Drop in",,"Academics/Out of School Time","Various Sports","11",
,,"2022-11-02T15:00:00.000","Staten Island",,"Greenbelt Recreation Center","Flag Football",,"Sport","Flag Football","15",
,,"2022-11-03T12:16:00.000","Bronx",,"Kwame Ture Recreation Center","afterschool Drop in",,"Arts/Culture","AC&F","18",
,,"2022-11-03T12:16:00.000","Bronx",,"Kwame Ture Recreation Center","afterschool Drop in",,"Arts/Culture","AC&F","18",
,,"2022-11-03T15:00:00.000","Staten Island",,"Greenbelt Recreation Center","Flag Football",,"Sport","Flag Football","12",
,,"2022-11-04T12:16:00.000","Bronx",,"Kwame Ture Recreation Center","afterschool Drop in",,"Arts/Culture","AC&F","17",
,,"2022-11-04T12:21:00.000","Bronx",,"Kwame Ture Recreation Center","Afterschool drop-in",,"--None--","--None--","71",
,"Ingrid Tafe","2022-11-04T16:00:00.000","Bronx",,"Williamsbridge Oval Park","Track and Field",,"Fitness","Various Sports","12",
,,"2022-11-04T16:00:00.000","Manhattan",,"Alfred E. Smith Recreation Center","Skate Night",,"Family Festival","Music","126",
,,"2022-11-05T07:28:00.000","Manhattan",,"Highbridge Recreation Center","Saturday Night Lights",,"Saturday Night Lights","--None--","0",
,"The Art Students League of New York","2022-11-05T12:00:00.000","Manhattan",,"Alfred E. Smith Recreation Center","Sculpting with air dry clay for beginners",,"Arts/Culture","AC&F","9",
,,"2022-11-05T15:00:00.000","Manhattan",,"Chelsea Recreation Center","NYC Parks and DIA: Presents Swish",,"Arts/Culture","--None--","57",
,,"2022-11-05T16:00:00.000","Brooklyn",,"Brownsville Recreation Center","Saturday Night Lights",,"Saturday Night Lights","--None--","38",
,,"2022-11-05T16:00:00.000","Brooklyn",,"McCarren Play Center","Saturday Night Lights",,"Saturday Night Lights","--None--","7",
,,"2022-11-05T16:00:00.000","Queens",,"Sorrentino Recreation Center","Saturday Night Lights - Sorrenitno",,"Saturday Night Lights","--None--","15",
,,"2022-11-05T16:00:00.000","Manhattan",,"Alfred E. Smith Recreation Center","Saturday Night Lights",,"Saturday Night Lights","--None--","6",
,"None","2022-11-05T16:00:00.000","Bronx",,"Hunts Point Recreation Center","HPRC- SNL",,"Saturday Night Lights","--None--","58",
,,"2022-11-05T16:00:00.000","Staten Island",,"Faber Park Recreation Center","Saturday Night Lights",,"Saturday Night Lights","--None--","21",
,,"2022-11-05T16:00:00.000","Manhattan",,"Hansborough Recreation Center","Saturday Night Lights",,"Saturday Night Lights","--None--","17",
,,"2022-11-05T16:00:00.000","Queens",,"Al Oerter  Recreation Center","Saturday Night Lights  Al Oerter Recreation Center",,"Saturday Night Lights","--None--","193",
,"SNL Group","2022-11-05T16:00:00.000","Brooklyn",,"St. John's Recreation Center","St. John's Saturday Night Lights",,"Saturday Night Lights","--None--","8",
,,"2022-11-05T16:00:00.000","Brooklyn",,"Red Hook Recreation Center","SNL",,"Saturday Night Lights","--None--","16",
,,"2022-11-05T16:00:00.000","Bronx",,"Kwame Ture Recreation Center","Saturday Night Lights",,"Saturday Night Lights","--None--","56",
,,"2022-11-05T16:00:00.000","Staten Island",,"Lyons Recreation Center","Saturday Night Lights",,"Saturday Night Lights","--None--","4",
,,"2022-11-05T18:02:00.000","Queens",,"Roy Wilkins Recreation Center","Saturday Night Lights (Roy Wiklins)",,"Saturday Night Lights","--None--","0",
,,"2022-11-05T20:00:00.000","Manhattan",,"Chelsea Recreation Center","Saturday Night Lights - Chelsea",,"Saturday Night Lights","--None--","32",
,,"2022-11-05T20:00:00.000","Manhattan",,"Chelsea Recreation Center","NYC Parks and DIA: Presents SWISH",,"Arts/Culture","Music","57",
,,"2022-11-06T07:00:00.000","Staten Island",,"Ocean Breeze Athletic Complex","NYC Marathon",,"Sport","Track & Field","423",
,,"2022-11-08T15:00:00.000","Bronx",,"Kwame Ture Recreation Center","Afterschool Drop in",,"Academics/Out of School Time","Various Sports","15",
,,"2022-11-09T12:16:00.000","Bronx",,"Kwame Ture Recreation Center","afterschool Drop in",,"Arts/Culture","Dance","173",
